protein_name1,protein_name2
P38683,P0ADZ0
P60010,P38249
P38249,P60010
P51813,Q7Z7G1
Q7Z7G1,P51813
O13351,Q9UTL9
Q9UTL9,O13351
Q9BYC9,P62241
P62241,Q9BYC9
P10275,Q9NQB0
Q9NQB0,P10275
Q96LJ7,Q3LI66
Q3LI66,Q96LJ7
P40532,P38757
P38757,P40532
Q9BRT8,Q96JX3
Q96JX3,Q9BRT8
P30279,P42773
P42773,P30279
Q08601,P43582
P43582,Q08601
P41889,P42657
P42657,P41889
P10599,Q9H3M7
Q9H3M7,P10599
Q80V62,P01898
P01898,Q80V62
O43707,O75382
O75382,O43707
Q01860,Q9BYD2
Q9BYD2,Q01860
Q8BIW9,Q6ZQJ5
Q6ZQJ5,Q8BIW9
Q9P032,Q9Y2S7
Q9Y2S7,Q9P032
P53191,P52917
P52917,P53191
P36655,Q46812
Q46812,P36655
P09557,P0A884
P0A884,P09557
Q9WTM5,Q9UHR6
Q9UHR6,Q9WTM5
O15392,O60244
O60244,O15392
P23909,P0AEI4
P0AEI4,P23909
Q8TES7,Q14166
Q14166,Q8TES7
P13569,Q9BSJ8
Q9BSJ8,P13569
Q04067,Q05775
Q05775,Q04067
Q99700,P26196
P26196,Q99700
Q12692,P53201
P53201,Q12692
Q08685,P29468
P29468,Q08685
P0A7A7,P0AF70
P0AF70,P0A7A7
P13984,Q15542
Q15542,P13984
P53930,P21957
P21957,P53930
Q13347,Q5TC82
Q5TC82,Q13347
Q9UKS6,P0DTD1
P0DTD1,Q9UKS6
Q9JLP1,Q4V898
Q4V898,Q9JLP1
P41235,Q15466
Q15466,P41235
P46671,P53158
P53158,P46671
Q9BYM8,C9J7I0
C9J7I0,Q9BYM8
Q8I8V0,P28167
P28167,Q8I8V0
O14254,Q09698
Q09698,O14254
Q96GD4,P60660
P60660,Q96GD4
Q9R1P3,Q99JI4
Q99JI4,Q9R1P3
P21964,P22732
P22732,P21964
P28305,P77759
P77759,P28305
Q8TD31,P37198
P37198,Q8TD31
Q8CIG8,Q9D554
Q9D554,Q8CIG8
Q24572,Q94517
Q94517,Q24572
P11169,Q13424
Q13424,P11169
P27129,P64610
P64610,P27129
P02309,P18480
P18480,P02309
P11021,Q9HAZ2
Q9HAZ2,P11021
Q6L8G9,O60336
O60336,Q6L8G9
P50222,Q7Z2X7
Q7Z2X7,P50222
Q12798,P29762
P29762,Q12798
Q84WM9,Q9FVT2
Q9FVT2,Q84WM9
O74743,P04689
P04689,O74743
P36167,P36421
P36421,P36167
P38266,P32381
P32381,P38266
Q9H4M7,Q9BV68
Q9BV68,Q9H4M7
P38813,P32864
P32864,P38813
O75581,Q5S007
Q5S007,O75581
O13799,Q9UT85
Q9UT85,O13799
P0A6A6,P30126
P30126,P0A6A6
Q08223,P40565
P40565,Q08223
P27636,P46948
P46948,P27636
P22224,P38825
P38825,P22224
P47113,P26448
P26448,P47113
Q9Y383,Q9Y5S9
Q9Y5S9,Q9Y383
Q8IWA5,P06460
P06460,Q8IWA5
Q04477,P06844
P06844,Q04477
Q9P7W4,Q9Y709
Q9Y709,Q9P7W4
Q08220,P13134
P13134,Q08220
P36012,P38930
P38930,P36012
Q02878,P51398
P51398,Q02878
P04591,P23396
P23396,P04591
P38907,P36120
P36120,P38907
P07766,P06239
P06239,P07766
Q8LGA5,Q9SVC2
Q9SVC2,Q8LGA5
Q9P6S5,O13762
O13762,Q9P6S5
Q9UH17,P49116
P49116,Q9UH17
Q96PV6,Q9H4M7
Q9H4M7,Q96PV6
P38144,P39102
P39102,P38144
P17157,P22213
P22213,P17157
Q8TDG4,O43502
O43502,Q8TDG4
P27801,P11075
P11075,P27801
Q24151,Q9VK07
Q9VK07,Q24151
Q9SR34,O81788
O81788,Q9SR34
P0A6P9,P33129
P33129,P0A6P9
O18640,O61443
O61443,O18640
Q06287,P25644
P25644,Q06287
Q9Y6K9,Q13077
Q13077,Q9Y6K9
Q9GZT8,P56279
P56279,Q9GZT8
Q8TD31,Q9GZM8
Q9GZM8,Q8TD31
Q5RKV6,O75147
O75147,Q5RKV6
P77488,P0ADV1
P0ADV1,P77488
P31750,Q9JK42
Q9JK42,P31750
Q08492,P21243
P21243,Q08492
Q03017,P15330
P15330,Q03017
Q06705,Q04500
Q04500,Q06705
P25385,P07259
P07259,P25385
Q9BZI7,P78362
P78362,Q9BZI7
P33201,Q07915
Q07915,P33201
P53949,P39073
P39073,P53949
Q08649,P25580
P25580,Q08649
P38439,Q04636
Q04636,P38439
Q9Y2H6,Q9Y3E5
Q9Y3E5,Q9Y2H6
P53730,P16474
P16474,P53730
P39744,P0CX42
P0CX42,P39744
P27695,P28331
P28331,P27695
Q07794,P36017
P36017,Q07794
Q969Q0,P18124
P18124,Q969Q0
P32327,P35178
P35178,P32327
Q9UBR2,Q5JR59
Q5JR59,Q9UBR2
Q9NQW6,Q14677
Q14677,Q9NQW6
P61086,Q8IUH5
Q8IUH5,P61086
O00213,O60291
O60291,O00213
P48347,P15459
P15459,P48347
P47755,P28290
P28290,P47755
P39010,P40073
P40073,P39010
P87312,O94488
O94488,P87312
Q15717,O15375
O15375,Q15717
P23585,P35187
P35187,P23585
O13900,Q9USL1
Q9USL1,O13900
P48837,P52891
P52891,P48837
P32784,Q01939
Q01939,P32784
P29590,Q9NYB0
Q9NYB0,P29590
Q8LPJ7,P49689
P49689,Q8LPJ7
P69490,P75830
P75830,P69490
Q9CY62,P0CG50
P0CG50,Q9CY62
Q24008,P13677
P13677,Q24008
P15640,P0A7F3
P0A7F3,P15640
P38728,P40187
P40187,P38728
P24228,P16926
P16926,P24228
P0AEB2,P0C077
P0C077,P0AEB2
P40515,Q06324
Q06324,P40515
P32354,P38361
P38361,P32354
P53062,Q06162
Q06162,P53062
P49960,P04801
P04801,P49960
Q9UPW0,Q9HC98
Q9HC98,Q9UPW0
P00533,O94898
O94898,P00533
Q9HCE7,P68036
P68036,Q9HCE7
O14021,O94686
O94686,O14021
P36048,Q07478
Q07478,P36048
P37313,P37630
P37630,P37313
Q01329,Q08553
Q08553,Q01329
Q05933,P14906
P14906,Q05933
P24180,P0A940
P0A940,P24180
Q15717,Q9NRY5
Q9NRY5,Q15717
P14737,P22224
P22224,P14737
Q9GZT8,Q15102
Q15102,Q9GZT8
P45976,Q06102
Q06102,P45976
Q02892,P38789
P38789,Q02892
O43709,Q6ZWV7
Q6ZWV7,O43709
P43686,Q14142
Q14142,P43686
Q8IYX3,P78358
P78358,Q8IYX3
P18496,P53722
P53722,P18496
Q96KQ7,Q92769
Q92769,Q96KQ7
P60484,P62979
P62979,P60484
O14920,P31044
P31044,O14920
P69852,P40079
P40079,P69852
P16370,Q08144
Q08144,P16370
Q01649,Q06156
Q06156,Q01649
P54113,Q9URQ3
Q9URQ3,P54113
P32833,P53599
P53599,P32833
P53319,P15436
P15436,P53319
P25491,P52593
P52593,P25491
P28369,P32684
P32684,P28369
O74454,Q9Y7M3
Q9Y7M3,O74454
P27144,Q9Y2Q5
Q9Y2Q5,P27144
P26449,Q12262
Q12262,P26449
Q02336,P53297
P53297,Q02336
P38206,P26725
P26725,P38206
Q9BYT3,Q9BYT3
P05067,Q9BRL6
Q9BRL6,P05067
P29084,P09110
P09110,P29084
P40039,Q12321
Q12321,P40039
Q9Y6Y0,P15498
P15498,Q9Y6Y0
Q96CW1,P0C7T5
P0C7T5,Q96CW1
Q08215,P48568
P48568,Q08215
Q47155,P0AGM7
P0AGM7,Q47155
Q04660,Q12024
Q12024,Q04660
P0C066,P0AF70
P0AF70,P0C066
Q15811,P60880
P60880,Q15811
Q9H3Z4,P08581
P08581,Q9H3Z4
P46985,P35182
P35182,P46985
Q96PK6,O75533
O75533,Q96PK6
P39525,P53112
P53112,P39525
Q9Y2H0,Q9CQR6
Q9CQR6,Q9Y2H0
P13569,O75369
O75369,P13569
Q9SRX7,Q9SF53
Q9SF53,Q9SRX7
Q9H7F0,P0DTD8
P0DTD8,Q9H7F0
P46995,P36124
P36124,P46995
Q12033,P53179
P53179,Q12033
Q9H6Z9,P61289
P61289,Q9H6Z9
P43568,P22214
P22214,P43568
O15078,Q66GS9
Q66GS9,O15078
Q91YP3,Q99JB6
Q99JB6,Q91YP3
P32264,P08067
P08067,P32264
Q16666,P14618
P14618,Q16666
P23470,P0DTC5
P0DTC5,P23470
P0ABX8,P0A6U8
P0A6U8,P0ABX8
Q86Y56,Q6UX01
Q6UX01,Q86Y56
Q16891,Q9H169
Q9H169,Q16891
P31665,P09158
P09158,P31665
Q9JLV5,Q9JKF7
Q9JKF7,Q9JLV5
P38129,P53049
P53049,P38129
Q96G23,P18433
P18433,Q96G23
P35611,Q9H3Z4
Q9H3Z4,P35611
P53305,Q07468
Q07468,P53305
O00512,Q9Y3Y4
Q9Y3Y4,O00512
P06733,P36817
P36817,P06733
P62273,P15880
P15880,P62273
O13846,O94259
O94259,O13846
P46654,P42945
P42945,P46654
Q03862,P53261
P53261,Q03862
P0AEL6,P60752
P60752,P0AEL6
P43602,P46965
P46965,P43602
P0CS90,P43123
P43123,P0CS90
Q12051,Q03020
Q03020,Q12051
P39743,P48232
P48232,P39743
P0A6G7,P68398
P68398,P0A6G7
P51460,Q7Z6M4
Q7Z6M4,P51460
Q16790,P35222
P35222,Q16790
P53179,Q12078
Q12078,P53179
P38285,P38144
P38144,P38285
Q05930,P39016
P39016,Q05930
Q9SHE8,Q9FLP5
Q9FLP5,Q9SHE8
P62979,P54578
P54578,P62979
P31689,O60884
O60884,P31689
P25454,P04786
P04786,P25454
Q94527,P23757
P23757,Q94527
P77294,P43319
P43319,P77294
P53064,P41834
P41834,P53064
P11557,P17888
P17888,P11557
P42643,Q42533
Q42533,P42643
P0ABF8,P0AA93
P0AA93,P0ABF8
Q96HE9,P61247
P61247,Q96HE9
O43660,Q9UNP9
Q9UNP9,O43660
P28007,P41806
P41806,P28007
Q03862,P23724
P23724,Q03862
Q6UXZ3,P08670
P08670,Q6UXZ3
Q92993,Q9Y4A5
Q9Y4A5,Q92993
Q04082,P38775
P38775,Q04082
Q9UNN5,O00410
O00410,Q9UNN5
P14284,P32849
P32849,P14284
P25888,Q46796
Q46796,P25888
P13365,P13186
P13186,P13365
Q96RK0,Q15459
Q15459,Q96RK0
P00925,P40968
P40968,P00925
Q9JJR7,P15806
P15806,Q9JJR7
O75390,P31040
P31040,O75390
Q9UBP5,P46531
P46531,Q9UBP5
O14578,Q9NQZ2
Q9NQZ2,O14578
P11142,P40337
P40337,P11142
P21860,Q15165
Q15165,P21860
P55290,Q9H1E5
Q9H1E5,P55290
P53267,Q03697
Q03697,P53267
P26783,P42945
P42945,P26783
Q9BQG0,Q13151
Q13151,Q9BQG0
Q6IFX2,P59240
P59240,Q6IFX2
P28652,P37840
P37840,P28652
Q6W2J9,Q9HAH7
Q9HAH7,Q6W2J9
P63086,Q62868
Q62868,P63086
P39750,O13983
O13983,P39750
P34756,P04786
P04786,P34756
P08173,P12236
P12236,P08173
O14964,Q9HCE1
Q9HCE1,O14964
Q09811,Q9UUL2
Q9UUL2,Q09811
Q9Y618,P37231
P37231,Q9Y618
P48813,P50108
P50108,P48813
Q99N16,Q61093
Q61093,Q99N16
P00805,P45425
P45425,P00805
P38633,P32849
P32849,P38633
Q13137,Q9UBL6
Q9UBL6,Q13137
P25610,Q06524
Q06524,P25610
Q13541,P31749
P31749,Q13541
Q61097,Q96JJ7
Q96JJ7,Q61097
Q99496,Q9Y3Z3
Q9Y3Z3,Q99496
P38910,Q03080
Q03080,P38910
P33136,P0AGA2
P0AGA2,P33136
P43596,P07257
P07257,P43596
Q04779,P31376
P31376,Q04779
Q16790,Q9BXS4
Q9BXS4,Q16790
Q06096,P41806
P41806,Q06096
P20437,P25555
P25555,P20437
Q07807,P43682
P43682,Q07807
Q969H0,P08579
P08579,Q969H0
P64426,P06616
P06616,P64426
Q62074,Q15334
Q15334,Q62074
P36105,P15303
P15303,P36105
Q03690,Q07807
Q07807,Q03690
P32357,Q12159
Q12159,P32357
P67874,P37840
P37840,P67874
P11352,Q08460
Q08460,P11352
O14579,Q9Y2G8
Q9Y2G8,O14579
P06616,P33924
P33924,P06616
Q12748,P48363
P48363,Q12748
Q12500,Q04408
Q04408,Q12500
P23843,P76103
P76103,P23843
P40994,Q05934
Q05934,P40994
P0A6A8,P17115
P17115,P0A6A8
P06454,Q9P289
Q9P289,P06454
P38116,P51534
P51534,P38116
Q5JST6,Q96MP8
Q96MP8,Q5JST6
P30619,P17065
P17065,P30619
P16220,Q9UKY1
Q9UKY1,P16220
P10987,Q8T6B9
Q8T6B9,P10987
P19338,P11441
P11441,P19338
Q09161,P08228
P08228,Q09161
P39012,P47061
P47061,P39012
Q09699,O42858
O42858,Q09699
P38817,P41812
P41812,P38817
Q9UTG8,O74508
O74508,Q9UTG8
P10964,P20434
P20434,P10964
Q13325,P05161
P05161,Q13325
P53009,P46950
P46950,P53009
Q7KZI7,O00193
O00193,Q7KZI7
O94235,O14211
O14211,O94235
P19158,P39014
P39014,P19158
P18621,Q15029
Q15029,P18621
P0ABU7,P71243
P71243,P0ABU7
P31697,P24175
P24175,P31697
O13790,P87060
P87060,O13790
Q9H9G7,P04350
P04350,Q9H9G7
P53954,P46957
P46957,P53954
P06899,Q02241
Q02241,P06899
P24181,P04951
P04951,P24181
Q02804,P32913
P32913,Q02804
P57780,P19253
P19253,P57780
Q86TG1,Q8IWZ5
Q8IWZ5,Q86TG1
P47050,P17119
P17119,P47050
P01106,P12273
P12273,P01106
P38428,P32916
P32916,P38428
P22087,P0DTC5
P0DTC5,P22087
O59793,O94451
O94451,O59793
P28033,Q925J9
Q925J9,P28033
P40568,Q04431
Q04431,P40568
O13765,Q9Y884
Q9Y884,O13765
O00501,O60636
O60636,O00501
P38826,P39547
P39547,P38826
P34575,P90916
P90916,P34575
P18124,P08865
P08865,P18124
P32639,P22289
P22289,P32639
O14459,P40848
P40848,O14459
P38759,P32939
P32939,P38759
Q5BKX5,Q9H0I2
Q9H0I2,Q5BKX5
P53909,P47110
P47110,P53909
P38912,P32911
P32911,P38912
Q9BXK5,P16070
P16070,Q9BXK5
P68431,P49321
P49321,P68431
Q04307,P32916
P32916,Q04307
P33135,Q46817
Q46817,P33135
P39286,P46142
P46142,P39286
P32325,Q04177
Q04177,P32325
P47143,P41808
P41808,P47143
O42842,P36616
P36616,O42842
Q9UQB3,Q96NW7
Q96NW7,Q9UQB3
O95994,Q08211
Q08211,O95994
P05067,Q99962
Q99962,P05067
Q12035,P43588
P43588,Q12035
P16622,P38886
P38886,P16622
P43639,Q03103
Q03103,P43639
P55327,Q16890
Q16890,P55327
Q9Y5X2,Q9H900
Q9H900,Q9Y5X2
Q8R050,Q6UB28
Q6UB28,Q8R050
P52553,P20433
P20433,P52553
P08678,P53129
P53129,P08678
P25339,P36080
P36080,P25339
P40395,P06782
P06782,P40395
P41832,P35182
P35182,P41832
P25694,P45820
P45820,P25694
Q10356,O74892
O74892,Q10356
P62987,Q9Y566
Q9Y566,P62987
Q9ULV8,P00533
P00533,Q9ULV8
P39722,P40499
P40499,P39722
P22007,P53900
P53900,P22007
P53905,Q00723
Q00723,P53905
P17844,P49915
P49915,P17844
P77304,P0AEK4
P0AEK4,P77304
P02309,P36013
P36013,P02309
O43707,Q96CF2
Q96CF2,O43707
P11142,Q7Z6Z6
Q7Z6Z6,P11142
P31442,P0A8Q3
P0A8Q3,P31442
O14818,Q06323
Q06323,O14818
P47069,P40064
P40064,P47069
P33322,P04387
P04387,P33322
P48732,Q6R0H1
Q6R0H1,P48732
Q9Y282,Q9Y3D6
Q9Y3D6,Q9Y282
Q8TBM8,P34931
P34931,Q8TBM8
P09884,Q06609
Q06609,P09884
Q96A72,Q7Z4V0
Q7Z4V0,Q96A72
O81283,Q38906
Q38906,O81283
O02639,Q966C6
Q966C6,O02639
O75969,Q5JQC9
Q5JQC9,O75969
P97302,Q13162
Q13162,P97302
P31373,Q12033
Q12033,P31373
P08018,P53599
P53599,P08018
Q9C6B3,P56777
P56777,Q9C6B3
O15047,P61964
P61964,O15047
P27344,P25847
P25847,P27344
P69367,P64503
P64503,P69367
P24720,P53915
P53915,P24720
Q8VHY0,Q8K4Z2
Q8K4Z2,Q8VHY0
P0DTC7,Q96GC9
Q96GC9,P0DTC7
Q9SAC6,Q8VYF7
Q8VYF7,Q9SAC6
P49848,P20226
P20226,P49848
P0ADY1,P58034
P58034,P0ADY1
Q08109,P16120
P16120,Q08109
P19338,Q2NL82
Q2NL82,P19338
Q92831,P24928
P24928,Q92831
Q96KP4,Q99615
Q99615,Q96KP4
Q00537,P0CG48
P0CG48,Q00537
Q02554,P32259
P32259,Q02554
Q99JB6,Q3U1G5
Q3U1G5,Q99JB6
P28630,P00914
P00914,P28630
Q8TA86,Q8N9Q2
Q8N9Q2,Q8TA86
P19263,P43551
P43551,P19263
P31116,P57743
P57743,P31116
Q5VTE6,Q9BQ04
Q9BQ04,Q5VTE6
Q08951,Q12270
Q12270,Q08951
P08069,P46934
P46934,P08069
P36046,P50089
P50089,P36046
Q8IYR0,Q9UKT9
Q9UKT9,Q8IYR0
P50085,P38744
P38744,P50085
P53199,P32842
P32842,P53199
Q9UT41,O14176
O14176,Q9UT41
P22830,P62714
P62714,P22830
P49017,Q04033
Q04033,P49017
Q9UBU9,O75771
O75771,Q9UBU9
P31040,P14868
P14868,P31040
P39004,P32600
P32600,P39004
P15303,P38810
P38810,P15303
Q9SZD4,P49692
P49692,Q9SZD4
Q8LC59,Q9M274
Q9M274,Q8LC59
P41810,P26570
P26570,P41810
Q8IWT3,P62877
P62877,Q8IWT3
P25389,P46985
P46985,P25389
Q7KZN9,O94832
O94832,Q7KZN9
P62505,O59796
O59796,P62505
P20484,P25374
P25374,P20484
P32453,P25632
P25632,P32453
P62979,O14978
O14978,P62979
P06972,P0A9C0
P0A9C0,P06972
Q9SJT9,Q9SL67
Q9SL67,Q9SJT9
P07834,O13516
O13516,P07834
Q07954,Q9Y4C2
Q9Y4C2,Q07954
P30771,Q3E758
Q3E758,P30771
Q05027,Q3E842
Q3E842,Q05027
Q14676,Q8NDV7
Q8NDV7,Q14676
Q9NXC2,Q7Z3S9
Q7Z3S9,Q9NXC2
P42582,P11831
P11831,P42582
P22146,P36116
P36116,P22146
P21333,Q9NR12
Q9NR12,P21333
P36115,P47154
P47154,P36115
O14744,P08151
P08151,O14744
Q12050,P41318
P41318,Q12050
Q03769,P22219
P22219,Q03769
Q08773,P38292
P38292,Q08773
O74191,Q09775
Q09775,O74191
P34244,P19211
P19211,P34244
P40185,P16120
P16120,P40185
Q96P53,O96006
O96006,Q96P53
Q08496,P38755
P38755,Q08496
P40468,P53507
P53507,P40468
Q96HA8,Q5EBL4
Q5EBL4,Q96HA8
P37745,Q47622
Q47622,P37745
O14757,Q9Y6I4
Q9Y6I4,O14757
P38323,P09950
P09950,P38323
Q02796,P23638
P23638,Q02796
P22106,P37745
P37745,P22106
Q03254,P19657
P19657,Q03254
P15036,Q01860
Q01860,P15036
O75570,Q96QE5
Q96QE5,O75570
Q9ERU9,P18754
P18754,Q9ERU9
P25353,Q03656
Q03656,P25353
P40957,P38198
P38198,P40957
Q9Y7R4,Q10171
Q10171,Q9Y7R4
Q504U0,O60921
O60921,Q504U0
P20585,O95793
O95793,P20585
P19658,P19262
P19262,P19658
Q9Y5B0,O75616
O75616,Q9Y5B0
P18824,Q9V9W8
Q9V9W8,P18824
Q9H6Z9,Q9Y4B5
Q9Y4B5,Q9H6Z9
O74954,Q9USZ4
Q9USZ4,O74954
P33332,P32855
P32855,P33332
Q6UXH8,Q9Y3I1
Q9Y3I1,Q6UXH8
Q9US07,Q7LKZ5
Q7LKZ5,Q9US07
P0AE06,P0AC05
P0AC05,P0AE06
P13365,P01120
P01120,P13365
Q9Y2X7,O75335
O75335,Q9Y2X7
P42772,P08069
P08069,P42772
Q8R1B4,Q9QZD9
Q9QZD9,Q8R1B4
Q3MIR4,Q8NBJ9
Q8NBJ9,Q3MIR4
P41094,Q06559
Q06559,P41094
P47140,P28000
P28000,P47140
P46671,P51996
P51996,P46671
O75306,O15235
O15235,O75306
Q15637,P27105
P27105,Q15637
Q6ZRY4,Q6NVU6
Q6NVU6,Q6ZRY4
P01120,P47075
P47075,P01120
Q12271,P50085
P50085,Q12271
P05090,Q9BV68
Q9BV68,P05090
Q00245,P36057
P36057,Q00245
P01133,P36956
P36956,P01133
Q99496,P61077
P61077,Q99496
P38144,Q01080
Q01080,P38144
Q46897,P76555
P76555,Q46897
P63104,Q01113
Q01113,P63104
P40527,P33754
P33754,P40527
O00170,P50395
P50395,O00170
P42798,Q9M3D2
Q9M3D2,P42798
P49327,Q96QD8
Q96QD8,P49327
P87167,Q9UTK7
Q9UTK7,P87167
P32480,P13712
P13712,P32480
Q96EP5,Q8WVT3
Q8WVT3,Q96EP5
P49017,P10174
P10174,P49017
P49959,Q96FA3
Q96FA3,P49959
P0A7X6,P11875
P11875,P0A7X6
Q5BKT4,P41587
P41587,Q5BKT4
P38790,P53112
P53112,P38790
O14744,O60674
O60674,O14744
P34761,Q12222
Q12222,P34761
P49956,P34223
P34223,P49956
P38813,Q06213
Q06213,P38813
P50947,P40084
P40084,P50947
P51970,O43181
O43181,P51970
Q00362,Q12163
Q12163,Q00362
P39517,P36101
P36101,P39517
P00331,P43560
P43560,P00331
P20486,P38886
P38886,P20486
Q9BXC9,Q8IWZ6
Q8IWZ6,Q9BXC9
P40499,P18409
P18409,P40499
Q6K0P9,P29590
P29590,Q6K0P9
P49356,O15498
O15498,P49356
P38170,P25651
P25651,P38170
Q5VT06,Q9HCE1
Q9HCE1,Q5VT06
Q01068,P16371
P16371,Q01068
Q9UM47,P0DTD1
P0DTD1,Q9UM47
Q9P3W5,Q10064
Q10064,Q9P3W5
P28519,P38165
P38165,P28519
P28005,Q12530
Q12530,P28005
P41318,Q08474
Q08474,P41318
P60293,P37146
P37146,P60293
P21965,P53129
P53129,P21965
Q12167,P43552
P43552,Q12167
Q12675,P32660
P32660,Q12675
P46199,Q8NC60
Q8NC60,P46199
Q96FQ6,Q9P2R7
Q9P2R7,Q96FQ6
P29461,Q02792
Q02792,P29461
P26459,P0A8Q0
P0A8Q0,P26459
P13681,O13771
O13771,P13681
P43405,Q13114
Q13114,P43405
P40527,P32939
P32939,P40527
P0AFS9,P64596
P64596,P0AFS9
P25963,O15111
O15111,P25963
Q06611,Q08682
Q08682,Q06611
Q92328,P39702
P39702,Q92328
P32345,P04051
P04051,P32345
Q00534,P06400
P06400,Q00534
P08622,P25888
P25888,P08622
P38852,P47017
P47017,P38852
Q8IZU0,Q9H1K1
Q9H1K1,Q8IZU0
P36655,P30852
P30852,P36655
Q04695,Q8TDY2
Q8TDY2,Q04695
P39875,Q06208
Q06208,P39875
Q04934,P17260
P17260,Q04934
Q02952,Q13642
Q13642,Q02952
O15144,Q9Y3C4
Q9Y3C4,O15144
P33400,P48232
P48232,P33400
Q09690,O13706
O13706,Q09690
P53064,P06844
P06844,P53064
O00311,Q13415
Q13415,O00311
P38994,P08518
P08518,P38994
P0ACC3,P0AFS7
P0AFS7,P0ACC3
P38135,P69423
P69423,P38135
Q9H2K0,O43561
O43561,Q9H2K0
P10591,Q02753
Q02753,P10591
P00966,Q96KP4
Q96KP4,P00966
P07834,P25302
P25302,P07834
P22939,P0AF70
P0AF70,P22939
P38398,O96017
O96017,P38398
P0CH08,P43585
P43585,P0CH08
Q15596,P11473
P11473,Q15596
P40356,P33297
P33297,P40356
P53341,P38798
P38798,P53341
Q10437,O60016
O60016,Q10437
Q8NFH5,P0DTD1
P0DTD1,Q8NFH5
Q04659,P14737
P14737,Q04659
P0AC47,P0AGJ5
P0AGJ5,P0AC47
Q06554,P17255
P17255,Q06554
Q9UQL6,P33992
P33992,Q9UQL6
P43571,P47104
P47104,P43571
P08646,Q7KRY7
Q7KRY7,P08646
Q08387,P18409
P18409,Q08387
Q13588,P19474
P19474,Q13588
Q9BQQ3,Q5T4D3
Q5T4D3,Q9BQQ3
Q04632,Q99260
Q99260,Q04632
O43310,Q99567
Q99567,O43310
P15030,P09996
P09996,P15030
Q00987,P46777
P46777,Q00987
Q12432,P53911
P53911,Q12432
Q91V27,Q9ERI2
Q9ERI2,Q91V27
P38111,P21524
P21524,P38111
O60739,Q9NZD8
Q9NZD8,O60739
P38334,P32842
P32842,P38334
Q99382,Q01846
Q01846,Q99382
P61320,P27832
P27832,P61320
P25787,P50454
P50454,P25787
P01106,Q13105
Q13105,P01106
Q7L5A3,Q99750
Q99750,Q7L5A3
Q96T52,O75600
O75600,Q96T52
Q99299,Q06810
Q06810,Q99299
Q12006,P53950
P53950,Q12006
P27801,Q07468
Q07468,P27801
Q9P7X0,Q09150
Q09150,Q9P7X0
P47155,P25655
P25655,P47155
Q02796,P38326
P38326,Q02796
Q9C099,Q9NPJ6
Q9NPJ6,Q9C099
Q60967,O95340
O95340,Q60967
O95994,P62899
P62899,O95994
P42643,Q9STE5
Q9STE5,P42643
P33306,Q02796
Q02796,P33306
P32367,P34110
P34110,P32367
P53048,Q04370
Q04370,P53048
Q9Z2Y3,Q4ACU6
Q4ACU6,Q9Z2Y3
Q86U06,Q14160
Q14160,Q86U06
Q9NR09,O43915
O43915,Q9NR09
P87240,P78817
P78817,P87240
P04147,P39078
P39078,P04147
Q02796,P34162
P34162,Q02796
Q12361,P53086
P53086,Q12361
P38803,P33300
P33300,P38803
Q08491,Q06217
Q06217,Q08491
Q07807,Q12208
Q12208,Q07807
Q7TPH6,Q4VBE8
Q4VBE8,Q7TPH6
P0ABD1,P25714
P25714,P0ABD1
P20963,P06239
P06239,P20963
Q9C0J9,P49715
P49715,Q9C0J9
P34208,P30261
P30261,P34208
Q15047,Q16637
Q16637,Q15047
P54252,Q3ZCM7
Q3ZCM7,P54252
P34166,P39940
P39940,P34166
Q9UUK2,Q10112
Q10112,Q9UUK2
P17214,P39926
P39926,P17214
P30281,P11802
P11802,P30281
Q9NZ52,P0CG48
P0CG48,Q9NZ52
O43236,P98170
P98170,O43236
P38919,O43660
O43660,P38919
P08566,P12611
P12611,P08566
P04114,P14625
P14625,P04114
O14325,O13799
O13799,O14325
Q9UBS0,Q01130
Q01130,Q9UBS0
Q03921,P50947
P50947,Q03921
P38991,P40079
P40079,P38991
Q01083,Q9V9J3
Q9V9J3,Q01083
Q9Y5Q3,P28482
P28482,Q9Y5Q3
O95297,Q6NXP6
Q6NXP6,O95297
P38646,P49116
P49116,P38646
P38934,Q12314
Q12314,P38934
P15801,Q03880
Q03880,P15801
P09950,P32874
P32874,P09950
P46061,Q9JMD0
Q9JMD0,P46061
P39346,P0ABD1
P0ABD1,P39346
P53011,O13539
O13539,P53011
P33749,P12611
P12611,P33749
Q9NZJ5,Q15022
Q15022,Q9NZJ5
P25038,P32580
P32580,P25038
P49411,Q9UNZ2
Q9UNZ2,P49411
Q12365,P39517
P39517,Q12365
Q9C6P5,Q9LRZ0
Q9LRZ0,Q9C6P5
P53157,P38247
P38247,P53157
P39517,P33412
P33412,P39517
P40969,P19454
P19454,P40969
Q06671,P38869
P38869,Q06671
P0DTD1,O14802
O14802,P0DTD1
Q12967,P01116
P01116,Q12967
Q03764,Q05785
Q05785,Q03764
P32790,P39007
P39007,P32790
O04603,Q9LSA3
Q9LSA3,O04603
P41411,Q9P4W9
Q9P4W9,P41411
P39938,P38699
P38699,P39938
P0ABK2,P05055
P05055,P0ABK2
O75928,Q9UM63
Q9UM63,O75928
Q96VH5,P38341
P38341,Q96VH5
P23900,P38889
P38889,P23900
Q9NWM3,O43639
O43639,Q9NWM3
P32570,P53114
P53114,P32570
P43573,P17255
P17255,P43573
Q9Y3D0,P43034
P43034,Q9Y3D0
P14242,P32939
P32939,P14242
P48361,P40363
P40363,P48361
