drugid1,drugid2
DB01263,DB00396
DB00396,DB01263
DB00647,DB01263
DB01263,DB00647
DB01263,DB04575
DB04575,DB01263
DB01263,DB00980
DB00980,DB01263
DB01263,Ranitidine bismuth citrate
Ranitidine bismuth citrate,DB01263
DB01263,DB01201
DB01201,DB01263
DB01263,DB00867
DB00867,DB01263
DB01263,DB00989
DB00989,DB01263
DB01263,DB15685
DB15685,DB01263
DB01263,DB14048
DB14048,DB01263
DB01263,DB09118
DB09118,DB01263
DB01263,DB00382
DB00382,DB01263
DB01263,DB00706
DB00706,DB01263
DB01263,DB00624
DB00624,DB01263
DB01263,DB01041
DB01041,DB01263
DB01263,DB00906
DB00906,DB01263
DB01263,DB00508
DB00508,DB01263
DB01263,DB08867
DB08867,DB01263
DB01263,DB11915
DB11915,DB01263
DB01263,DB00067
DB00067,DB01263
DB00261,DB01656
DB01656,DB00261
DB15233,DB01656
DB01656,DB15233
DB01656,DB01284
DB01284,DB01656
DB14783,DB01656
DB01656,DB14783
DB00467,DB01656
DB01656,DB00467
DB12500,DB01656
DB01656,DB12500
DB00365,DB01656
DB01656,DB00365
DB00848,DB01656
DB01656,DB00848
DB12130,DB01656
DB01656,DB12130
DB12674,DB01656
DB01656,DB12674
DB13985,DB01656
DB01656,DB13985
DB11793,DB01656
DB01656,DB11793
DB05990,DB01656
DB01656,DB05990
DB01303,DB01656
DB01656,DB01303
DB06810,DB01656
DB01656,DB06810
DB01182,DB01656
DB01656,DB01182
DB01656,DB11942
DB11942,DB01656
DB01656,DB14218
DB14218,DB01656
DB01656,DB00791
DB00791,DB01656
DB01656,DB00744
DB00744,DB01656
DB01125,DB00355
DB00355,DB01125
DB00355,DB00442
DB00442,DB00355
DB01612,DB00327
DB00327,DB01612
DB00335,DB00327
DB00327,DB00335
DB01574,DB00327
DB00327,DB01574
DB00719,DB00327
DB00327,DB00719
DB01244,DB00327
DB00327,DB01244
DB00195,DB00327
DB00327,DB00195
DB00327,DB11186
DB11186,DB00327
DB06119,DB00327
DB00327,DB06119
DB04837,DB00327
DB00327,DB04837
DB08936,DB00327
DB00327,DB08936
DB00856,DB00327
DB00327,DB00856
DB00584,DB00327
DB00327,DB00584
DB00876,DB00327
DB00327,DB00876
DB00327,DB16024
DB16024,DB00327
DB00327,DB01362
DB01362,DB00327
DB00327,DB08947
DB08947,DB00327
DB00327,DB00883
DB00883,DB00327
DB00327,DB01322
DB01322,DB00327
DB00327,DB00836
DB00836,DB00327
DB00327,DB15779
DB15779,DB00327
DB00327,DB00902
DB00902,DB00327
DB00327,DB01578
DB01578,DB00327
DB00327,DB01388
DB01388,DB00327
DB00327,DB00350
DB00350,DB00327
DB00327,DB00691
DB00691,DB00327
DB00327,DB04861
DB04861,DB00327
DB00327,DB00727
DB00727,DB00327
DB00327,DB11632
DB11632,DB00327
DB00327,DB01619
DB01619,DB00327
DB00327,DB00457
DB00457,DB00327
DB00327,DB00881
DB00881,DB00327
DB00327,DB00178
DB00178,DB00327
DB00327,DB06207
DB06207,DB00327
DB00327,DB00489
DB00489,DB00327
DB00327,DB00966
DB00966,DB00327
DB00327,DB01162
DB01162,DB00327
DB00327,DB04844
DB04844,DB00327
DB00327,DB00519
DB00519,DB00327
DB00327,DB00792
DB00792,DB00327
DB00245,DB01019
DB01019,DB00245
DB00245,DB11186
DB11186,DB00245
DB00245,DB00521
DB00521,DB00245
DB00245,DB06119
DB06119,DB00245
DB00245,DB04837
DB04837,DB00245
DB00245,DB00856
DB00856,DB00245
DB00245,DB00536
DB00536,DB00245
DB00245,DB01322
DB01322,DB00245
DB00245,DB00902
DB00902,DB00245
DB00245,DB00765
DB00765,DB00245
DB00245,DB00727
DB00727,DB00245
DB00245,DB11632
DB11632,DB00245
DB00245,DB01619
DB01619,DB00245
DB00245,DB01085
DB01085,DB00245
DB01574,DB11943
DB11943,DB01574
DB11936,DB11943
DB11943,DB11936
DB00963,DB11943
DB11943,DB00963
DB01008,DB11943
DB11943,DB01008
DB11264,DB11943
DB11943,DB11264
DB00291,DB11943
DB11943,DB00291
DB11246,DB11943
DB11943,DB11246
DB00987,DB11943
DB11943,DB00987
DB00694,DB11943
DB11943,DB00694
DB11943,DB15825
DB15825,DB11943
DB11943,DB01248
DB01248,DB11943
DB11943,DB00997
DB00997,DB11943
DB11943,DB11979
DB11979,DB11943
DB11943,DB00442
DB00442,DB11943
DB11943,DB00445
DB00445,DB11943
DB11943,DB00773
DB00773,DB11943
DB11943,Ferrous sulfate
Ferrous sulfate,DB11943
DB11943,DB01073
DB01073,DB11943
DB11943,DB01005
DB01005,DB11943
DB11943,DB01362
DB01362,DB11943
DB11943,DB08947
DB08947,DB11943
DB11943,DB00762
DB00762,DB11943
DB11943,DB06636
DB06636,DB11943
DB11943,DB01206
DB01206,DB11943
DB11943,DB12674
DB12674,DB11943
DB11943,DB11189
DB11189,DB11943
DB11943,DB00888
DB00888,DB11943
DB11943,DB01042
DB01042,DB11943
DB11943,DB01578
DB01578,DB11943
DB11943,DB00305
DB00305,DB11943
DB11943,DB01204
DB01204,DB11943
DB11943,DB11828
DB11828,DB11943
DB11943,DB06810
DB06810,DB11943
DB11943,DB01168
DB01168,DB11943
DB11943,Sodium salicylate
Sodium salicylate,DB11943
DB11943,DB00428
DB00428,DB11943
DB11943,DB14569
DB14569,DB11943
DB11943,DB04572
DB04572,DB11943
DB11943,DB00791
DB00791,DB11943
DB11943,DB00570
DB00570,DB11943
DB11943,DB00541
DB00541,DB11943
DB11943,DB00361
DB00361,DB11943
DB14575,DB11256
DB11256,DB14575
DB00593,DB11256
DB11256,DB00593
DB00754,DB11256
DB11256,DB00754
DB00949,DB11256
DB11256,DB00949
DB00555,DB11256
DB11256,DB00555
DB11256,DB00532
DB00532,DB11256
DB11256,DB00563
DB00563,DB11256
DB11256,DB05246
DB05246,DB11256
DB11256,DB00776
DB00776,DB11256
DB11256,DB00832
DB00832,DB11256
DB00335,DB00597
DB00597,DB00335
DB00195,DB00597
DB00597,DB00195
DB00521,DB00597
DB00597,DB00521
DB01136,DB00597
DB00597,DB01136
DB00597,DB08946
DB08946,DB00597
DB00597,DB09333
DB09333,DB00597
DB00597,DB04861
DB04861,DB00597
DB00597,DB00489
DB00489,DB00597
DB11703,DB14783
DB14783,DB11703
DB15233,DB14783
DB14783,DB15233
DB00928,DB14783
DB14783,DB00928
DB00993,DB14783
DB14783,DB00993
DB11817,DB14783
DB14783,DB11817
DB06769,DB14783
DB14783,DB06769
DB00443,DB14783
DB14783,DB00443
DB00188,DB14783
DB14783,DB00188
DB12267,DB14783
DB14783,DB12267
DB01222,DB14783
DB14783,DB01222
DB01008,DB14783
DB14783,DB01008
DB06772,DB14783
DB14783,DB06772
DB09061,DB14783
DB14783,DB09061
DB00958,DB14783
DB14783,DB00958
DB00291,DB14783
DB14783,DB00291
DB00515,DB14783
DB14783,DB00515
DB00242,DB14783
DB14783,DB00242
DB12483,DB14783
DB14783,DB12483
DB14681,DB14783
DB14783,DB14681
DB14783,DB01284
DB01284,DB14783
DB00531,DB14783
DB14783,DB00531
DB00091,DB14783
DB14783,DB00091
DB00987,DB14783
DB14783,DB00987
DB00851,DB14783
DB14783,DB00851
DB01254,DB14783
DB14783,DB01254
DB00694,DB14783
DB14783,DB00694
DB01262,DB14783
DB14783,DB01262
DB11921,DB14783
DB14783,DB11921
DB01234,DB14783
DB14783,DB01234
DB14783,DB01248
DB01248,DB14783
DB14783,DB00997
DB00997,DB14783
DB14783,DB11952
DB11952,DB14783
DB14783,DB00625
DB00625,DB14783
DB14783,DB00445
DB00445,DB14783
DB14783,DB08871
DB08871,DB14783
DB14783,DB00773
DB00773,DB14783
DB14783,DB01590
DB01590,DB14783
DB14783,DB08868
DB08868,DB14783
DB14783,DB01073
DB01073,DB14783
DB14783,DB00687
DB00687,DB14783
DB14783,DB01005
DB01005,DB14783
DB14783,DB01177
DB01177,DB14783
DB14783,DB01181
DB01181,DB14783
DB14783,DB00619
DB00619,DB14783
DB14783,DB00762
DB00762,DB14783
DB14783,DB00480
DB00480,DB14783
DB14783,DB00848
DB00848,DB14783
DB14783,DB00601
DB00601,DB14783
DB14783,DB01206
DB01206,DB14783
DB14783,DB12674
DB12674,DB14783
DB14783,DB13985
DB13985,DB14783
DB14783,DB00888
DB00888,DB14783
DB14783,DB01042
DB01042,DB14783
DB14783,DB00563
DB00563,DB14783
DB14783,DB00959
DB00959,DB14783
DB14783,DB05528
DB05528,DB14783
DB14783,DB00305
DB00305,DB14783
DB14783,DB01204
DB01204,DB14783
DB14783,DB14219
DB14219,DB14783
DB14783,DB00688
DB00688,DB14783
DB14783,DB00704
DB00704,DB14783
DB14783,DB01280
DB01280,DB14783
DB14783,DB04868
DB04868,DB14783
DB14783,DB11793
DB11793,DB14783
DB14783,DB09074
DB09074,DB14783
DB14783,DB09330
DB09330,DB14783
DB14783,DB00526
DB00526,DB14783
DB14783,DB06603
DB06603,DB14783
DB14783,DB06810
DB06810,DB14783
DB14783,DB08910
DB08910,DB14783
DB14783,DB08901
DB08901,DB14783
DB14783,DB06813
DB06813,DB14783
DB14783,DB00860
DB00860,DB14783
DB14783,DB00635
DB00635,DB14783
DB14783,DB01168
DB01168,DB14783
DB14783,DB11730
DB11730,DB14783
DB14783,DB06176
DB06176,DB14783
DB14783,DB12332
DB12332,DB14783
DB14783,DB11942
DB11942,DB14783
DB14783,DB00877
DB00877,DB14783
DB14783,DB00428
DB00428,DB14783
DB14783,DB00864
DB00864,DB14783
DB14783,DB00853
DB00853,DB14783
DB14783,DB06287
DB06287,DB14783
DB14783,DB01041
DB01041,DB14783
DB14783,DB04572
DB04572,DB14783
DB14783,DB05109
DB05109,DB14783
DB14783,DB00620
DB00620,DB14783
DB14783,DB01157
DB01157,DB14783
DB14783,DB00791
DB00791,DB14783
DB14783,DB11581
DB11581,DB14783
DB14783,DB00570
DB00570,DB14783
DB14783,DB00541
DB00541,DB14783
DB14783,DB00361
DB00361,DB14783
DB14783,DB00495
DB00495,DB14783
DB01125,DB13943
DB13943,DB01125
DB08903,DB13943
DB13943,DB08903
DB11967,DB13943
DB13943,DB11967
DB08889,DB13943
DB13943,DB08889
DB13943,DB01284
DB01284,DB13943
DB01264,DB13943
DB13943,DB01264
DB00445,DB13943
DB13943,DB00445
DB01319,DB13943
DB13943,DB01319
DB00365,DB13943
DB13943,DB00365
DB06636,DB13943
DB13943,DB06636
DB13125,DB13943
DB13943,DB13125
DB05528,DB13943
DB13943,DB05528
DB00704,DB13943
DB13943,DB00704
DB01263,DB13943
DB13943,DB01263
DB14761,DB13943
DB13943,DB14761
DB14218,DB13943
DB13943,DB14218
DB13943,DB00352
DB00352,DB13943
DB00701,DB00270
DB00270,DB00701
DB00673,DB00270
DB00270,DB00673
DB00443,DB00270
DB00270,DB00443
DB00963,DB00270
DB00270,DB00963
DB00921,DB00270
DB00270,DB00921
DB00611,DB00270
DB00270,DB00611
DB06724,DB00270
DB00270,DB06724
DB11093,DB00270
DB00270,DB11093
DB11264,DB00270
DB00270,DB11264
DB13231,DB00270
DB00270,DB13231
DB09065,DB00270
DB00270,DB09065
DB14681,DB00270
DB00270,DB14681
DB00270,DB01284
DB01284,DB00270
DB00228,DB00270
DB00270,DB00228
DB00754,DB00270
DB00270,DB00754
DB06414,DB00270
DB00270,DB06414
DB12500,DB00270
DB00270,DB12500
DB00687,DB00270
DB00270,DB00687
DB01452,DB00270
DB00270,DB01452
DB00956,DB00270
DB00270,DB00956
DB08948,DB00270
DB00270,DB08948
DB04711,DB00270
DB00270,DB04711
DB08946,DB00270
DB00270,DB08946
DB09333,DB00270
DB00270,DB09333
DB00270,DB12130
DB12130,DB00270
DB00270,DB00408
DB00408,DB00270
DB00270,DB00532
DB00532,DB00270
DB00270,DB00902
DB00902,DB00270
DB00270,DB00959
DB00959,DB00270
DB00270,DB00648
DB00648,DB00270
DB00270,DB00745
DB00745,DB00270
DB00270,DB01618
DB01618,DB00270
DB00270,DB00844
DB00844,DB00270
DB00270,DB00776
DB00776,DB00270
DB00270,DB00497
DB00497,DB00270
DB00270,DB00850
DB00850,DB00270
DB00270,DB00860
DB00860,DB00270
DB00647,DB00270
DB00270,DB00647
DB00270,DB01589
DB01589,DB00270
DB00270,DB01201
DB01201,DB00270
DB00270,DB12332
DB12332,DB00270
DB00270,Sodium salicylate
Sodium salicylate,DB00270
DB00270,DB00382
DB00382,DB00270
DB00270,DB14218
DB14218,DB00270
DB00270,DB00620
DB00620,DB00270
DB00270,DB00508
DB00508,DB00270
DB00270,DB00460
DB00460,DB00270
DB00270,DB00744
DB00744,DB00270
DB01018,DB06608
DB06608,DB01018
DB00750,DB06608
DB06608,DB00750
DB01117,DB00900
DB00900,DB01117
DB01117,DB00445
DB00445,DB01117
DB01117,DB00563
DB00563,DB01117
DB01117,DB05528
DB05528,DB01117
DB01117,DB00704
DB00704,DB01117
DB01117,DB01201
DB01201,DB01117
DB01125,DB00273
DB00273,DB01125
DB11186,DB00273
DB00273,DB11186
DB04837,DB00273
DB00273,DB04837
DB08936,DB00273
DB00273,DB08936
DB00856,DB00273
DB00273,DB00856
DB00266,DB00273
DB00273,DB00266
DB01322,DB00273
DB00273,DB01322
DB11632,DB00273
DB00273,DB11632
DB01619,DB00273
DB00273,DB01619
DB00191,DB00273
DB00273,DB00191
DB00230,DB00273
DB00273,DB00230
DB04844,DB00273
DB00273,DB04844
DB00273,DB00792
DB00792,DB00273
DB00802,DB11560
DB11560,DB00802
DB01238,DB11560
DB11560,DB01238
DB00241,DB11560
DB11560,DB00241
DB00611,DB11560
DB11560,DB00611
DB12941,DB11560
DB11560,DB12941
DB12301,DB11560
DB11560,DB12301
DB11979,DB11560
DB11560,DB11979
DB11718,DB11560
DB11560,DB11718
DB01253,DB11560
DB11560,DB01253
DB12010,DB11560
DB11560,DB12010
DB11796,DB11560
DB11560,DB11796
DB00956,DB11560
DB11560,DB00956
DB00224,DB11560
DB11560,DB00224
DB08820,DB11560
DB11560,DB08820
DB11560,DB12130
DB12130,DB11560
DB11560,DB08815
DB08815,DB11560
DB11560,DB12674
DB12674,DB11560
DB11560,DB13074
DB13074,DB11560
DB11560,DB00348
DB00348,DB11560
DB11560,DB00497
DB00497,DB11560
DB11560,DB15102
DB15102,DB11560
DB11560,DB05316
DB05316,DB11560
DB11560,DB01058
DB01058,DB11560
DB11560,DB01201
DB01201,DB11560
DB11560,DB08864
DB08864,DB11560
DB11560,DB14840
DB14840,DB11560
DB11560,DB01232
DB01232,DB11560
DB11560,DB06207
DB06207,DB11560
DB00404,DB01161
DB01161,DB00404
DB01161,DB00690
DB00690,DB01161
DB01161,DB00801
DB00801,DB01161
DB01161,DB00186
DB00186,DB01161
DB01161,DB00683
DB00683,DB01161
DB01161,DB01589
DB01589,DB01161
DB01161,DB00359
DB00359,DB01161
DB01161,DB01299
DB01299,DB01161
DB01161,DB01015
DB01015,DB01161
DB01161,DB00795
DB00795,DB01161
DB01161,DB00231
DB00231,DB01161
DB11703,DB00975
DB00975,DB11703
DB01125,DB00975
DB00975,DB01125
DB15233,DB00975
DB00975,DB15233
DB08875,DB00975
DB00975,DB08875
DB00201,DB00975
DB00975,DB00201
DB01191,DB00975
DB00975,DB01191
DB00975,DB00651
DB00651,DB00975
DB00975,DB00574
DB00574,DB00975
DB00975,DB11793
DB11793,DB00975
DB00975,DB01303
DB01303,DB00975
DB00975,DB06603
DB06603,DB00975
DB00975,DB08896
DB08896,DB00975
DB00975,DB00460
DB00460,DB00975
DB00975,DB06684
DB06684,DB00975
DB01612,DB00497
DB00497,DB01612
DB01574,DB00497
DB00497,DB01574
DB00719,DB00497
DB00497,DB00719
DB11817,DB00497
DB00497,DB11817
DB00612,DB00497
DB00497,DB00612
DB12267,DB00497
DB00497,DB12267
DB13919,DB00497
DB00497,DB13919
DB00497,DB11186
DB11186,DB00497
DB14879,DB00497
DB00497,DB14879
DB04837,DB00497
DB00497,DB04837
DB08936,DB00497
DB00497,DB08936
DB00856,DB00497
DB00497,DB00856
DB01406,DB00497
DB00497,DB01406
DB11952,DB00497
DB00497,DB11952
DB00584,DB00497
DB00497,DB00584
DB00876,DB00497
DB00497,DB00876
DB06414,DB00497
DB00497,DB06414
DB00492,DB00497
DB00497,DB00492
DB12010,DB00497
DB00497,DB12010
DB00365,DB00497
DB00497,DB00365
DB00400,DB00497
DB00497,DB00400
DB01275,DB00497
DB00497,DB01275
DB16024,DB00497
DB00497,DB16024
DB01362,DB00497
DB00497,DB01362
DB08947,DB00497
DB00497,DB08947
DB01029,DB00497
DB00497,DB01029
DB06636,DB00497
DB00497,DB06636
DB00883,DB00497
DB00497,DB00883
DB01020,DB00497
DB00497,DB01020
DB01322,DB00497
DB00497,DB01322
DB06791,DB00497
DB00497,DB06791
DB12825,DB00497
DB00497,DB12825
DB00678,DB00497
DB00497,DB00678
DB15779,DB00497
DB00497,DB15779
DB00902,DB00497
DB00497,DB00902
DB01578,DB00497
DB00497,DB01578
DB00350,DB00497
DB00497,DB00350
DB00648,DB00497
DB00497,DB00648
DB00691,DB00497
DB00497,DB00691
DB00607,DB00497
DB00497,DB00607
DB01183,DB00497
DB00497,DB01183
DB00704,DB00497
DB00497,DB00704
DB00727,DB00497
DB00497,DB00727
DB00325,DB00497
DB00497,DB00325
DB00104,DB00497
DB00497,DB00104
DB11632,DB00497
DB00497,DB11632
DB09330,DB00497
DB00497,DB09330
DB00497,DB01619
DB01619,DB00497
DB00497,DB00692
DB00692,DB00497
DB00497,DB06209
DB06209,DB00497
DB00497,DB00457
DB00457,DB00497
DB00497,DB00881
DB00881,DB00497
DB00497,DB00178
DB00178,DB00497
DB00497,DB11730
DB11730,DB00497
DB00497,DB01201
DB01201,DB00497
DB00497,DB15685
DB15685,DB00497
DB00497,DB06207
DB06207,DB00497
DB00497,DB01138
DB01138,DB00497
DB00497,DB00966
DB00966,DB00497
DB00497,DB14218
DB14218,DB00497
DB00497,DB01162
DB01162,DB00497
DB00497,DB00519
DB00519,DB00497
DB00497,DB00177
DB00177,DB00497
DB15233,DB00993
DB00993,DB15233
DB15233,DB11817
DB11817,DB15233
DB15233,DB12267
DB12267,DB15233
DB15233,DB00241
DB00241,DB15233
DB15233,DB00564
DB00564,DB15233
DB15233,DB00537
DB00537,DB15233
DB15233,DB00242
DB00242,DB15233
DB15233,DB01211
DB01211,DB15233
DB15233,DB09065
DB09065,DB15233
DB15233,DB00872
DB00872,DB15233
DB15233,DB00091
DB00091,DB15233
DB15233,DB01406
DB01406,DB15233
DB15233,DB01254
DB01254,DB15233
DB15233,DB08826
DB08826,DB15233
DB15233,DB01234
DB01234,DB15233
DB15233,DB12301
DB12301,DB15233
DB15233,DB04855
DB04855,DB15233
DB15233,DB11979
DB11979,DB15233
DB15233,DB00199
DB00199,DB15233
DB15233,DB14575
DB14575,DB15233
DB15233,DB12500
DB12500,DB15233
DB15233,DB08868
DB08868,DB15233
DB15233,DB08909
DB08909,DB15233
DB15233,DB00365
DB00365,DB15233
DB15233,DB00400
DB00400,DB15233
DB15233,DB00224
DB00224,DB15233
DB15233,DB06636
DB06636,DB15233
DB15233,DB01167
DB01167,DB15233
DB15233,DB08820
DB08820,DB15233
DB15233,DB01026
DB01026,DB15233
DB15233,DB06791
DB06791,DB15233
DB15233,DB01259
DB01259,DB15233
DB15233,DB12130
DB12130,DB15233
DB15233,DB01388
DB01388,DB15233
DB15233,DB00648
DB00648,DB15233
DB15233,DB14219
DB14219,DB15233
DB15233,DB00607
DB00607,DB15233
DB15233,DB11793
DB11793,DB15233
DB15233,DB00104
DB00104,DB15233
DB15233,DB09074
DB09074,DB15233
DB15233,DB00776
DB00776,DB15233
DB15233,DB00243
DB00243,DB15233
DB15233,DB11730
DB11730,DB15233
DB15233,DB01201
DB01201,DB15233
DB15233,DB01232
DB01232,DB15233
DB15233,DB00418
DB00418,DB15233
DB15233,DB09034
DB09034,DB15233
DB15233,DB14218
DB14218,DB15233
DB15233,DB13179
DB13179,DB15233
DB15233,DB01610
DB01610,DB15233
DB01125,DB01112
DB01112,DB01125
DB01112,DB15825
DB15825,DB01112
DB01112,DB00442
DB00442,DB01112
DB01112,DB00881
DB00881,DB01112
DB01112,Ranitidine bismuth citrate
Ranitidine bismuth citrate,DB01112
DB00106,DB00714
DB00714,DB00106
DB00714,DB00562
DB00562,DB00714
DB00714,DB01128
DB01128,DB00714
DB00714,DB09020
DB09020,DB00714
DB00714,DB00901
DB00901,DB00714
DB00714,DB00521
DB00521,DB00714
DB00714,DB04837
DB04837,DB00714
DB00714,DB00856
DB00856,DB00714
DB00714,DB04838
DB04838,DB00714
DB00714,DB00445
DB00445,DB00714
DB00714,DB08868
DB08868,DB00714
DB00714,DB09462
DB09462,DB00714
DB00714,DB01177
DB01177,DB00714
DB00714,DB08824
DB08824,DB00714
DB00714,DB00221
DB00221,DB00714
DB00714,DB01064
DB01064,DB00714
DB00714,DB09401
DB09401,DB00714
DB00714,DB01322
DB01322,DB00714
DB00714,DB12942
DB12942,DB00714
DB00714,DB13139
DB13139,DB00714
DB00714,DB11110
DB11110,DB00714
DB00714,DB09104
DB09104,DB00714
DB00714,DB00816
DB00816,DB00714
DB00714,DB00902
DB00902,DB00714
DB00714,DB09330
DB09330,DB00714
DB00714,DB01619
DB01619,DB00714
DB00714,DB04824
DB04824,DB00714
DB00714,DB01291
DB01291,DB00714
DB00714,DB00867
DB00867,DB00714
DB00714,DB00989
DB00989,DB00714
DB00714,DB00382
DB00382,DB00714
DB00714,DB00792
DB00792,DB00714
DB00714,DB00067
DB00067,DB00714
DB00537,DB01005
DB01005,DB00537
DB08826,DB01005
DB01005,DB08826
DB00467,DB01005
DB01005,DB00467
DB01044,DB01005
DB01005,DB01044
DB01155,DB01005
DB01005,DB01155
DB00365,DB01005
DB01005,DB00365
DB01005,DB01137
DB01137,DB01005
DB01005,DB12674
DB12674,DB01005
DB01005,DB00218
DB00218,DB01005
DB01005,DB00779
DB00779,DB01005
DB01005,DB11793
DB11793,DB01005
DB01005,DB01165
DB01165,DB01005
DB01005,DB01032
DB01032,DB01005
DB01005,DB01208
DB01208,DB01005
DB01005,DB00685
DB00685,DB01005
DB01005,DB01610
DB01610,DB01005
DB00404,DB13919
DB13919,DB00404
DB06288,DB13919
DB13919,DB06288
DB00443,DB13919
DB13919,DB00443
DB00963,DB13919
DB13919,DB00963
DB01222,DB13919
DB13919,DB01222
DB00611,DB13919
DB13919,DB00611
DB13919,DB01563
DB01563,DB13919
DB13919,DB14006
DB14006,DB13919
DB13919,DB00318
DB00318,DB13919
DB13919,DB14681
DB14681,DB13919
DB13919,DB01284
DB01284,DB13919
DB13919,DB11921
DB11921,DB13919
DB13919,DB01234
DB01234,DB13919
DB13919,DB00985
DB00985,DB13919
DB13919,DB11827
DB11827,DB13919
DB13919,DB01590
DB01590,DB13919
DB13919,DB00687
DB00687,DB13919
DB13919,DB00690
DB00690,DB13919
DB13919,DB01452
DB01452,DB13919
DB13919,DB00956
DB00956,DB13919
DB13919,DB01356
DB01356,DB13919
DB13919,DB00186
DB00186,DB13919
DB13919,DB00408
DB00408,DB13919
DB13919,DB00454
DB00454,DB13919
DB13919,DB00933
DB00933,DB13919
DB13919,DB00902
DB00902,DB13919
DB13919,DB00423
DB00423,DB13919
DB13919,DB00959
DB00959,DB13919
DB13919,DB01618
DB01618,DB13919
DB13919,DB00844
DB00844,DB13919
DB13919,DB09117
DB09117,DB13919
DB13919,DB00850
DB00850,DB13919
DB13919,DB00860
DB00860,DB13919
DB13919,DB00635
DB00635,DB13919
DB13919,DB00230
DB00230,DB13919
DB13919,DB00647
DB00647,DB13919
DB13919,DB06691
DB06691,DB13919
DB13919,DB00418
DB00418,DB13919
DB13919,DB00877
DB00877,DB13919
DB13919,Sodium salicylate
Sodium salicylate,DB13919
DB13919,DB00231
DB00231,DB13919
DB13919,DB06287
DB06287,DB13919
DB13919,DB04844
DB04844,DB13919
DB13919,DB00372
DB00372,DB13919
DB13919,DB00620
DB00620,DB13919
DB13919,DB00508
DB00508,DB13919
DB01246,DB13919
DB13919,DB01246
DB01125,DB09543
DB09543,DB01125
DB00106,DB08871
DB08871,DB00106
DB05812,DB08871
DB08871,DB05812
DB01076,DB08871
DB08871,DB01076
DB00995,DB08871
DB08871,DB00995
DB09121,DB08871
DB08871,DB09121
DB01128,DB08871
DB08871,DB01128
DB09020,DB08871
DB08871,DB09020
DB00901,DB08871
DB08871,DB00901
DB00921,DB08871
DB08871,DB00921
DB08875,DB08871
DB08871,DB08875
DB00439,DB08871
DB08871,DB00439
DB00250,DB08871
DB08871,DB00250
DB08826,DB08871
DB08871,DB08826
DB00900,DB08871
DB08871,DB00900
DB08871,DB00330
DB00330,DB08871
DB08871,DB00609
DB00609,DB08871
DB08871,DB06414
DB06414,DB08871
DB08871,DB12010
DB12010,DB08871
DB08871,DB09462
DB09462,DB08871
DB08871,DB09276
DB09276,DB08871
DB08871,DB01159
DB01159,DB08871
DB08871,DB01275
DB01275,DB08871
DB09115,DB08871
DB08871,DB09115
DB08871,DB00221
DB00221,DB08871
DB08871,DB00951
DB00951,DB08871
DB08871,DB01064
DB01064,DB08871
DB08871,DB12942
DB12942,DB08871
DB08871,DB13139
DB13139,DB08871
DB08871,DB01235
DB01235,DB08871
DB08871,DB11110
DB11110,DB08871
DB08871,DB09104
DB09104,DB08871
DB08871,DB00816
DB00816,DB08871
DB08871,DB00665
DB00665,DB08871
DB08871,DB11793
DB11793,DB08871
DB08871,DB00698
DB00698,DB08871
DB08871,DB09330
DB09330,DB08871
DB08871,DB00377
DB00377,DB08871
DB08871,DB00850
DB00850,DB08871
DB08871,DB04824
DB04824,DB08871
DB08871,DB05316
DB05316,DB08871
DB08871,DB01291
DB01291,DB08871
DB08871,DB08860
DB08860,DB08871
DB08871,DB00175
DB00175,DB08871
DB00647,DB08871
DB08871,DB00647
DB08871,DB00867
DB00867,DB08871
DB08871,DB00989
DB00989,DB08871
DB08871,DB12332
DB12332,DB08871
DB08871,DB12834
DB12834,DB08871
DB08871,DB15685
DB15685,DB08871
DB08871,DB00641
DB00641,DB08871
DB08871,DB00649
DB00649,DB08871
DB08871,DB00382
DB00382,DB08871
DB08871,DB01265
DB01265,DB08871
DB08871,DB00508
DB00508,DB08871
DB08871,DB11915
DB11915,DB08871
DB08871,DB01610
DB01610,DB08871
DB08871,DB00067
DB00067,DB08871
DB08871,DB00661
DB00661,DB08871
DB08871,DB00943
DB00943,DB08871
DB00404,DB00796
DB00796,DB00404
DB06288,DB00796
DB00796,DB06288
DB11842,DB00796
DB00796,DB11842
DB00443,DB00796
DB00796,DB00443
DB00963,DB00796
DB00796,DB00963
DB01222,DB00796
DB00796,DB01222
DB00611,DB00796
DB00796,DB00611
DB00796,DB00395
DB00395,DB00796
DB00796,DB01563
DB01563,DB00796
DB00796,DB00475
DB00475,DB00796
DB00796,DB14006
DB14006,DB00796
DB00796,DB00349
DB00349,DB00796
DB00796,DB01068
DB01068,DB00796
DB00796,DB00628
DB00628,DB00796
DB00796,DB00318
DB00318,DB00796
DB00796,DB14681
DB14681,DB00796
DB00796,DB01284
DB01284,DB00796
DB00796,DB11921
DB11921,DB00796
DB00796,DB01234
DB01234,DB00796
DB00796,DB00985
DB00985,DB00796
DB00796,DB11827
DB11827,DB00796
DB00796,DB01590
DB01590,DB00796
DB00796,DB00687
DB00687,DB00796
DB00796,DB00623
DB00623,DB00796
DB00796,DB00690
DB00690,DB00796
DB00796,DB01452
DB01452,DB00796
DB00796,DB00956
DB00956,DB00796
DB00796,DB00741
DB00741,DB00796
DB00796,DB00557
DB00557,DB00796
DB00796,DB01356
DB01356,DB00796
DB00796,DB00186
DB00186,DB00796
DB00796,DB00408
DB00408,DB00796
DB00796,DB06077
DB06077,DB00796
