drugid1,protein_name
D0Y1UO,Q05397
DB12341,P41145
DB12914,P10828
D08JWC,Q9NYK1
DB11684,P04637
DB11993,P48067
DB11904,P00519
D0RU0O,O00329
D0RU0O,P48736
DB01685,P47989
D0D4ZW,P06213
D0E6SB,P69905
D0G6UQ,P00734
D0G6UQ,P00742
DB00266,Q9BQB6
DB01141,P40989
DB15534,O60885
DB16038,P15056
DB11925,P42345
D06LUZ,P26664
D0P3SJ,P14416
D06BYS,P30536
D0Q7NB,P34972
D01ICY,P48764
DB09296,P26664
D0M6ZF,P32238
D0M6ZF,P32239
DB12784,O60674
DB15222,P26664
D02VSP,P00807
DB12042,P21452
D0LH5P,Q9HBH1
DB14943,Q9P1W9
DB12057,P18825
D03CEZ,P08908
D03CEZ,P28221
D05FQD,P23975
DB00442,P03159
DB04856,P32238
DB11992,P27487
DB15205,Q92847
D0S3YN,P37288
D07JSK,P21731
DB11732,P30939
DB12795,P31749
DB12326,P26358
DB12542,P27815
DB12542,Q07343
DB12542,Q08499
D0A9IY,O76083
DB12384,P11387
D0OZ4F,P14416
DB11817,P23458
DB11817,O60674
D08CNP,O60674
D0N2JI,P29474
DB11642,Q9Y5N1
DB15273,Q05397
DB13939,P10275
DB12433,Q8TDS4
DB11611,P05362
DB13072,P42345
DB01647,P27815
DB01647,Q08499
DB11721,P06213
DB12562,Q9Y5Y4
DB12527,P17787
DB14969,P03372
DB09291,P25103
DB09048,P25103
DB09280,P13569
DB12203,P29274
DB15124,Q15858
DB11648,Q9Y243
DB12218,Q9Y243
D0Z5HR,P13569
DB00240,P08185
DB14941,P32246
DB15450,Q7Z2W7
D06HKB,P03366
D09LSY,P08183
D02HUB,P06401
DB11773,Q8TDV5
D03TBJ,P35372
D0G3MH,P14416
D0G3MH,P35462
D0X5AN,P01308
DB11655,P11597
DB11819,P21453
DB11819,Q9H228
D00NXM,A6QHU1
DB12412,P27487
D0BK6B,Q14432
DB01520,Q12879
DB01520,Q13224
DB15092,P35367
DB05993,P50406
DB11758,P51681
D0L5UC,Q9NY46
DB12280,P04150
D0X4MN,P53779
DB11679,P17948
DB11679,P35968
DB11679,P35916
D0E4KZ,Q05586
D0E4KZ,Q12879
D0E4KZ,Q13224
DB15382,P08581
D0J8ZH,Q02880
D03YCW,Q02880
D06GRK,Q13936
D06GRK,Q01668
DB12174,P00533
DB12174,P04626
DB11979,P30968
D0J8IJ,Q16739
DB09038,P31639
DB09054,O00329
D09HNV,P11362
D09HNV,P36888
DB09080,P07550
DB09034,O43614
D0LJ8C,P08473
DB13777,P13945
D04QUX,P32245
D02PLD,P08908
D02PLD,P28221
D03NWV,P08908
D03NWV,P28221
D08YJP,P08908
D08YJP,P28221
D0E2FY,P08908
D0E2FY,P28221
D0V4RP,P28221
D07LSC,P08908
D07LSC,P28221
D0ND2Y,P08908
D0ND2Y,P28221
D02YFZ,P08908
D02YFZ,P28221
D07GJZ,P14416
D0T1DZ,P10275
DB05034,P16066
D02RMS,P14416
D05ARI,P14416
D0F3KC,P00533
DB12059,Q14416
DB00942,P11229
D0HV3A,P14416
D0HV3A,P11229
D0HV3A,P08172
D0HV3A,P20309
D0HV3A,P08173
D0HV3A,P08912
DB01559,P30536
DB13113,P08581
DB15249,P26664
DB12875,Q8NER1
DB12570,P42345
DB15009,P35557
DB14547,P10613
DB16066,P41597
DB12305,Q01959
DB12305,P23975
DB12305,P31645
D02GIA,Q9NR96
DB15055,O95180
DB16076,Q9NYK1
D04TSO,P05023
DB15367,P08235
DB08079,P08581
D0U5PR,Q01959
DB06374,P03372
DB14802,P30536
DB12063,Q13224
DB14856,Q15858
D09NTC,P26358
DB13876,P21397
D09ZAX,P32238
D0P9OL,P32238
D03EHS,P32238
D00UKA,P32238
D0F0MN,P32238
D01FHK,P32238
D0BA7Q,P30542
D02SKA,P25100
D06FCR,P23141
D0HI1K,Q9NYA1
D05EML,P11229
D05EML,P08172
D05EML,P20309
D05EML,P08173
D05EML,P08912
D08VWL,P00807
D06ZXH,P41145
DB05262,P47989
D00QCB,P16234
D0QI8I,P09917
DB00779,Q02880
D04MRV,Q02880
D00MAN,Q02880
D0AZ4T,Q08210
DB02262,Q08210
DB11753,P9WGY5
DB01567,P30536
DB00902,P35367
D0F7BV,P08588
D0F7BV,P13945
D08BOD,P41143
D08BOD,P35372
D0X9SP,P41143
D0X9SP,P35372
D0N7FU,P41143
D0P7YV,P35372
D0C9XB,P41143
D0C9XB,P35372
DB09099,P41143
DB09099,P35372
D0YK5E,P41145
D0YK5E,P35372
DB01594,P30536
DB13665,P28223
DB13665,P35348
DB13665,P35368
DB13665,P25100
DB13665,P14416
DB06016,P14416
DB06016,P35462
DB09101,P03366
DB04908,P08908
DB04908,P28223
DB08932,P25101
DB08932,P24530
DB08934,P26664
DB08931,Q02846
DB06290,P26664
DB00272,P25021
DB01253,P14416
DB00420,P08912
DB08040,P15144
DB08040,Q07075
D06XAK,P13945
DB04812,P24752
DB04837,P35367
D0A1JP,P03372
D0A1JP,Q92731
D05VNP,P10275
D0G1IV,P10275
D0W9PF,P11511
D0S5LD,P42336
D0S5LD,O00329
DB12267,Q9UM73
D04XDT,Q6G9K4
D0WH4P,P51553
D0N5KF,P00807
D0Q2HO,P35372
D0U1ZV,P00533
D0U1ZV,P04626
DB13931,Q13464
D0XM1A,P27338
D0RM5Z,P26664
DB12319,Q5XXA6
DB00948,P0AD68
D0Y2BL,P14416
D0VE4Z,P14416
D05TZE,P14416
DB16095,P98170
D0U7TM,P12821
D0K8ED,P12821
D08GLJ,P29274
DB01166,Q14432
D09TTI,P30531
D09TTI,P48066
D00SBX,P29475
DB00817,Q02880
DB12839,P00439
D06BWZ,P08913
D06BWZ,P18089
D06BWZ,P18825
DB06608,P00156
DB04880,Q14432
D02BBN,O75899
DB00824,P27815
D0B3MG,P17812
DB01623,P14416
DB00385,Q02880
D0P4BY,P21728
D0P4BY,P14416
DB03052,P24557
D0S7LG,P10275
D01IRG,P03366
D0VG7Y,P30968
DB12141,P36888
DB14568,O75874
DB14723,Q16620
DB14723,Q16288
DB04948,P08913
DB12130,Q9UM73
DB12130,P08922
DB13125,P40238
DB13985,P30872
D0E1HC,P13569
DB14575,Q9UI33
DB04841,O00555
DB06218,Q9UI33
DB15097,P56373
D05VAN,P15538
D00RRV,P15538
D01CGR,P15538
D0Z3OD,P00491
D0IF8Z,P15121
D0F6TM,P15121
D0J7MD,P15121
D07GTX,P15121
D02XYV,P11926
DB00424,P08912
DB00267,P0AD68
DB02452,P04293
D09SWM,P26439
D09BYW,P08908
D07HNM,P30542
D07HNM,P29274
D07HNM,P29275
D02RMR,P30542
D02RMR,P29274
D02RMR,P29275
D0T6XM,P30542
D03KKK,P30542
D03KKK,P29274
D03KKK,P29275
D0F1AS,P30542
D0F1AS,P29274
D0F1AS,P29275
DB00548,Q9H8P0
D0W9RM,P00807
DB00467,Q02880
DB00487,Q02880
DB13550,P21397
DB01844,P00797
DB01844,Q9UNI1
D0V0FG,Q9HAB3
D06VNT,Q9HAB3
D00FPB,Q9HAB3
D06CQQ,Q9HAB3
D00XKM,Q9HAB3
D01TPW,Q9HAB3
D00ENC,Q9HAB3
D07QSV,Q9HAB3
DB03719,P30542
DB03719,P29274
D0L9EF,P47989
D0NS1S,P47989
D06HRX,P47989
DB16101,P47989
D01FGM,P47989
D0R4FM,P47989
D08NIT,P47989
DB03601,P47989
D0E5IM,P47989
D00LMG,P47989
D0O1BN,P20309
D0O1BN,P08173
D0O1BN,P08912
D0UF1R,P27338
D08BFU,P12821
D0HC9P,P12821
D04PBH,P12821
DB13431,P32238
D0N0YS,P23219
D0N0YS,P35354
D0X5RR,P23219
D0X5RR,P35354
D0GF9J,P23219
D0GF9J,P35354
DB00344,P23975
D01JWT,P24557
D01NZS,P24557
D05KVN,P24557
D0R5UZ,P22303
D0B3WX,P28223
DB08653,P28223
D0Z9QC,P22102
D06JUR,P11511
D0PQ8B,P08246
D0N9DP,P08246
D00TYW,P08246
D0E4JU,P09917
DB08955,P09917
DB09023,P08912
D02AVN,P08908
D02AVN,P28221
D09JOE,P08908
D09JOE,P28221
D09JOE,P28223
D02SAF,P08908
D02SAF,P28221
D02SAF,P28223
D0V4RP,P28223
D0D3OF,P08908
D0D3OF,P28221
D0D3OF,P28223
D02OZB,P08908
D02OZB,P28221
D02OZB,P28223
D0B2GS,P08908
D0B2GS,P28221
D0B2GS,P28223
D0B5MZ,P11511
D0B5MZ,P05108
D0E2RV,P11511
D0O1ZM,P11511
D0A2GB,P11511
D0AM2Z,P11511
D06GFV,Q01959
D06GFV,P23975
D0G0NB,Q01959
D0G0NB,P23975
D0X5AA,P23975
D01MPK,P11511
D0Z1OI,P11511
D05HRP,P11511
D0H1LK,P11511
D03OUU,P21728
D08YYX,P21728
D0V1EJ,P21728
D06VYA,P21728
D0O1EY,P21728
D0X7ZC,P21728
DB01708,P11413
D08HOJ,P08908
D08HOJ,P28221
D08HOJ,P28223
D0W2YN,P08908
D0W2YN,P28221
D0W2YN,P28223
D09YVA,P08908
D09YVA,P28221
D09YVA,P28223
D0TH8D,P08908
D0TH8D,P28221
D0TH8D,P28223
D0D2PL,P08908
D0D2PL,P28221
D0X4RC,P08908
D0X4RC,P28221
D0X4RC,P28223
DB00981,P22303
D04WCH,P29274
D06YJN,P29274
D0LM1Q,P29274
D0T6XM,P29274
D0K1UA,P29274
D04WBU,P29274
D0M7AX,P29274
D0RZ5U,P29274
D01XFR,P29274
D01GAX,P27338
D07AAZ,P27338
DB15949,P08588
DB11785,P08588
D05ZJG,P08588
D05ZJG,P08912
D0KN2M,Q7RTX0
D0T3NB,P54709
D0E0JF,P35354
D0A1RG,P12821
D0R8NE,P15538
D0Y1YZ,P15538
D06PKJ,P08908
D06PKJ,P28221
D06OJI,P08908
D06OJI,P28221
D06OJI,P28223
D00FUS,P08908
D00FUS,P28221
D00FUS,P28223
D00QSV,P08908
D00QSV,P28221
D00QSV,P28223
D00CGJ,P08908
D00CGJ,P28221
D00CGJ,P28223
D0I9FI,P08908
D0I9FI,P28221
D0I9FI,P28223
DB01484,P08908
DB01484,P28221
D0YG1E,P08908
D0YG1E,P28221
D0YG1E,P28223
D03NXV,Q02880
DB00508,P41595
D0U2KT,P9WKE1
D0MH0S,P35348
D0MH0S,P25100
D0MH0S,P08913
D0MH0S,P18089
D07JMN,P35348
D07JMN,P25100
D07JMN,P08913
D07JMN,P18089
D08UDY,P35348
D08UDY,P25100
D08UDY,P08913
D08UDY,P18089
D0MC2R,P21728
D0MC2R,P14416
D0MC2R,P35462
D0MC2R,P21917
D0MC2R,P21918
DB00217,P08588
D0HV3A,P21728
D0HV3A,P35462
D0HV3A,P21917
D0HV3A,P21918
D01OGZ,P31645
DB01463,P14416
DB01210,P08588
DB01608,P35368
DB01429,P0DP25
DB00192,Q14524
D09TNA,P07477
D0EH1F,P07477
D0M2PE,P07477
D0Z7YI,P07477
D08OCL,P07477
D0N1PW,P07477
DB01134,P08235
D0M3CG,P29275
D08BRJ,P00797
D01FJQ,P00797
DB01433,P35372
D0C9XA,P48066
D08ORS,P41143
D08ORS,P41145
D08ORS,P35372
D0HC3H,P41143
D0HC3H,P41145
D0HC3H,P35372
D0V8MD,P0DMS8
DB09174,P41143
DB09174,P41145
DB09174,P35372
D0ER1G,P30531
D0ER1G,P48066
D04PYQ,P08913
D04PYQ,P18089
D04PYQ,P18825
DB13064,P08913
DB13064,P18089
DB13064,P18825
DB00970,P04293
DB00836,P41143
D0U9XC,O75899
D04LZJ,O75899
D03NEF,P15121
D0Z3FX,P15121
D08DRD,P15121
D08JOS,P07550
DB04832,P31645
D0Y2AK,P15538
D0P9JF,P15538
D0G3RD,P15538
D04QWX,P15538
D04MEE,P15538
D07SAF,P15538
D08UWI,P15538
D0V9JS,P15538
D02FRA,P15538
D0WW4F,P15538
D0Q2MH,P06276
DB11750,P04054
D0H6VK,P04293
D0D8QY,P04293
D02NCY,P04293
D08ZZX,P15121
DB00838,P04054
D0RX7Z,P04183
DB02256,P04183
DB01178,P30536
D0P0IX,P35462
D0P0IX,P21917
D0P0IX,P21918
D05XPU,P35372
D0TN0D,P35372
D09IQS,P24557
D0T8LY,P24557
D0Q2GP,P21728
D0Q2GP,P14416
D0Q2GP,P35462
D0Q2GP,P21917
D0Q2GP,P21918
D0Q2GP,P11229
D0Q2GP,P08172
D0Q2GP,P20309
D0Q2GP,P08173
D0Q2GP,P08912
D09QRL,P21728
D09QRL,P14416
D09ZKS,P35228
D07DGM,P25101
D0M1JT,P30536
D0A3TE,P30536
D01YDF,P25021
D0J5QW,P21731
DB00263,P0AC13
D0AT2Z,Q9HBH1
D0C3AG,P49915
D0V1DW,P49915
D0L6RV,P49915
D09MON,P30968
D06LUT,P06756
DB00748,P35367
D0L0FC,P22001
D03DMN,P08913
D09CKI,P35368
D09CKI,P25100
D09CKI,Q13936
D06UBB,P35348
D06UBB,P35368
D06UBB,P25100
DB09239,P35348
DB09239,P35368
DB09239,P25100
DB09239,Q13936
D03ZJE,P00749
D05COG,P12821
D07PAY,P49356
DB01247,P21397
D0YB4D,P23141
DB04843,P08912
DB00456,Q47746
D05WZL,O75899
D09IVS,O75899
D07YSJ,O75899
D0XX9G,O75899
D03KZK,O75899
D0V0LA,O75899
DB01619,P35367
DB01466,P35372
DB08950,P25100
DB08950,P18089
DB08950,P18825
D0K7GD,P00533
D09AUL,P27815
D09AUL,Q07343
D0J7GF,P27815
D0J7GF,Q07343
D01TOR,O00408
D01TOR,P27815
D01TOR,Q07343
D0U8YQ,O00408
D0U8YQ,P27815
D0U8YQ,Q07343
D02NWF,P27815
D02NWF,Q07343
DB04658,P06280
DB12110,P50406
D0P9KA,P08588
DB01298,P0AC13
DB04829,P08908
D0K6NS,Q15392
D0J3TS,P03897
D07FRX,P03897
DB08805,P25021
D04LBT,Q08210
D0WV5R,Q08210
DB03819,Q08210
DB00188,P07477
D02SWF,Q9Y5N1
D0K1PS,Q9Y5N1
D0I3TN,Q9Y5N1
D0A2WT,Q9Y5N1
D01RJV,Q9Y5N1
D0I6XA,P29274
D0I6XA,P0DMS8
D0D1XG,P23141
DB06555,P35348
DB06555,P35368
DB06555,P25100
DB03310,P00390
D0K3AO,P09917
D0G9BX,P05106
D0G9BX,Q96RI0
DB11724,P32247
DB11724,P30550
DB00543,P23975
D0Y1MW,P11926
D07YHY,P32239
DB02266,P10275
DB02266,P42330
DB02266,P23219
DB02266,P35354
D02ZPZ,Q9HBH1
D08GPU,Q9HBH1
DB14068,P21439
D07KIB,P27338
D0K1AF,P00797
DB11376,P14416
DB11376,P35462
DB12803,P08588
DB12803,P07550
D09ADT,P43681
D0P5PW,P35348
D0P5PW,P35368
D0P5PW,P25100
D0P5PW,P08913
D0P5PW,P18089
D0P5PW,P18825
DB11428,P35348
DB11428,P35368
DB11428,P25100
DB11428,P08913
DB11428,P18089
DB11428,P18825
DB01146,P35367
D0TH1Z,P14416
DB00651,P27815
DB03107,P48066
DB12610,P02768
DB00389,P07202
DB00763,P07202
DB01116,P43681
DB03206,Q8TET4
DB03206,O43451
DB09202,P18825
D01IDE,P23141
D0UA0I,P47898
D0D9TU,P00533
D0Y2MP,P35354
D03ESC,P14679
D04WLH,P14679
D0OE5N,P14679
D0TU7I,P0DMS8
D0O3QI,O76074
DB01954,O76074
D0OW4A,P25101
D0OW4A,P24530
D03EHR,P23141
D07JDY,P16234
D07JDY,P09619
D06MCJ,P16234
D06MCJ,P09619
D0GN3E,P16234
D0GN3E,P09619
D0K9ON,P16234
D0K9ON,P09619
D0P0RD,P16234
D0P0RD,P09619
D0AO6T,P16234
D0AO6T,P09619
D08SUH,P16234
D08SUH,P09619
D0A6YP,P16234
D0A6YP,P09619
D0I0GL,P16234
D0I0GL,P09619
D06VNR,P16234
D06VNR,P09619
D08KWL,P16234
D08KWL,P09619
D0KF3N,P16234
D0KF3N,P09619
D00LRC,P16234
D00LRC,P09619
D05GBY,P16234
D05GBY,P09619
D03MQI,P16234
D03MQI,P09619
D0H4JB,P16234
D0H4JB,P09619
D01UYS,P16234
D01UYS,P09619
D0RD5S,P16234
D0RD5S,P09619
D07ZWN,P16234
D07ZWN,P09619
D0N4VR,P16234
D0CF9B,P16234
D0CF9B,P09619
D0QT4X,P16234
D0QT4X,P09619
D06LLF,P16234
D06LLF,P09619
D05EDW,P16234
D07CFT,P16234
D07CFT,P09619
D0G0KN,P16234
D0G0KN,P09619
D08JGS,P16234
D08JGS,P09619
D0WW8M,P16234
D0WW8M,P09619
D0G6SA,P16234
D0G6SA,P09619
D0C1BE,P16234
D0C1BE,P09619
D00RBV,P16234
D00RBV,P09619
D0G0ZQ,P16234
D0G0ZQ,P09619
D0W7IN,P16234
D0W7IN,P09619
D05SNG,P16234
D05SNG,P09619
D0V8QI,P16234
D0V8QI,P09619
D0A6AA,P16234
D0A6AA,P09619
D02CUF,P16234
D02CUF,P09619
D0Q3DS,P16234
D0Q3DS,P09619
D0SG0G,P16234
D0SG0G,P09619
D0P0WT,P16234
D0P0WT,P09619
D0T9FQ,P16234
D0T9FQ,P09619
D04PQX,P16234
D04PQX,P09619
D0Z4HV,P16234
D0Z4HV,P09619
D02PZZ,P16234
D02PZZ,P09619
D03PAH,P08908
D03PAH,P28223
D0R5QM,P08908
D0R5QM,P28223
D0U1MN,P08908
D0U1MN,P28223
D01ZEY,P01375
D0C3EX,P28221
D03SAV,P35372
D0C8WL,P14416
D08OUX,P14416
D0C6KQ,P14416
D0A2IH,P25021
DB16146,P41143
D0U7PT,P41143
D03VEQ,P41143
D01GYS,P41143
D0E8FG,Q01959
D00KIK,Q01959
D0Y3DR,Q01959
D0U3PC,Q01959
D02BXG,Q01959
D02EHL,Q01959
D0D9TU,P06239
D0PB4P,P03366
D0K2BQ,P30542
D0K2BQ,O76074
D0W9NO,P29275
D0N4QT,P32238
D0H1YE,Q02880
DB00835,P35367
D0EH6L,P00533
D0F9OP,Q9Y5N1
D0Y5MS,Q9Y5N1
D0L1NS,P46098
D0L1NS,O95264
D07WPM,P30536
D06MUI,P30556
D0R1VL,P08172
D0S7WZ,P14416
D0S7WZ,P35462
D04SVT,P50052
D0B1YW,P30542
D0L8DZ,P30542
D05NZI,P14416
D0L5VS,P29274
D0L5VS,P29275
D08XAW,P17812
D0VW0I,P17812
D0R2QS,P23526
D0C1AN,P35372
D0X1SN,P35372
D0KW4Y,P35372
D0DY1C,P08473
D05HNB,Q15722
D05HNB,Q9NPC1
D01KIS,P03366
D05QTJ,P08913
D05QTJ,P18825
D0V5XL,P00797
D07GQE,P41143
D07GQE,P35372
D07LXZ,P41143
D07LXZ,P35372
D0K4AC,P41143
DB13766,Q9NY46
D08JML,P35354
DB03395,P00797
D0Q7QY,P15121
D0L8TN,P08138
DB09142,P32239
D0N8LP,P41145
D0N8LP,P35372
DB00523,P10826
DB00523,P19793
DB00523,P28702
DB00523,P48443
D00HYO,Q15722
D0Z3JC,P0A0K8
D0U6AL,P09917
D0WT2Z,P21817
D04QNI,P21817
D0S6KD,P21817
D0GM8V,P21817
D0J6WG,P21817
D0U3DW,P21817
D01MHP,P21817
D0G2RB,P21817
D05QKM,P21817
D00HUY,P25103
DB12704,P41145
D0V4RP,P34969
DB12110,P34969
D06UVO,P09917
DB01445,P34969
DB04829,P34969
D05FKT,P09917
D0Z4SA,P30536
D0T6NJ,P30536
D08XEQ,P30536
D05CYJ,P30536
D0N6IL,P30536
D0Y9XD,P04035
DB02282,Q9Y271
D02JNY,P08172
DB12110,P41595
DB13262,P11229
DB13262,P08172
DB13262,P20309
DB13262,P08173
DB13262,P08912
D0R6UA,P00491
D05ROV,P10635
D0P2DU,P10635
D0ES4S,P28223
D0TU7I,P30542
D0N7QV,P11511
D0C9RZ,P09917
DB01090,P43681
D09CNT,P03366
D0WZ3T,P03366
D0L2CG,P03366
D0F9KX,P03366
D05UTC,P03366
D03TYE,P03366
D05GOC,P03366
D08TVG,P03366
D0I7HP,P03366
D0AZ7V,P03366
D0T9PE,P03366
D0QU1E,P03366
D0BT5E,P03366
D0V9EH,P03366
D0A9WC,P03366
D03MLA,P03366
D0ZL0Z,P03366
D0L9WG,P49915
D02QGM,P09917
DB01445,P47898
D0W5IN,P08913
D0W5IN,P18089
D0W5IN,P18825
D03HBZ,P08913
D03HBZ,P18089
D03HBZ,P18825
D0P8BE,P08913
D0P8BE,P18089
D0P8BE,P18825
D0AE9M,P08913
D0AE9M,P18089
D0AE9M,P18825
D0F5TA,P08913
D0F5TA,P18089
D0F5TA,P18825
D0R1XT,P08913
D0R1XT,P18089
D0R1XT,P18825
D0ZS3M,P08913
D0ZS3M,P18089
D0ZS3M,P18825
D0D1RU,P08913
D0D1RU,P18089
D0D1RU,P18825
D0RU7T,P21731
D0RU7T,P24557
D0N8EU,P29475
D0N8EU,P29474
D0N8EU,P35228
D0M4BM,P29475
D0M4BM,P29474
D0M4BM,P35228
D0O9II,P29475
D0O9II,P29474
D0O9II,P35228
D03FJM,P29475
D03FJM,P29474
D03FJM,P35228
D02MFQ,P29475
D02MFQ,P35228
D08JSR,P29475
D0G4WF,P0DMS8
D06NRZ,P0DMS8
D07IYH,P0DMS8
D06EQN,P30556
D0Q3WN,P00734
DB00635,P04150
DB00325,Q14573
DB15427,P04293
D05ARF,P00533
D0G9KD,P00533
D0B4PH,P00533
DB09242,P08913
DB09242,P18089
DB09242,P18825
DB11366,P60568
DB00435,Q02153
D06NTB,P14416
D06NTB,P35462
D06NTB,P21917
D03JOS,P14416
D03JOS,P35462
D03JOS,P21917
D0Q5IP,P14416
D0Q5IP,P35462
D0Q5IP,P21917
D03SAV,P41145
D09EAO,Q08210
D0P6IA,Q8TET4
DB01445,P28223
DB00408,P14416
D04ODQ,P23141
D05HQO,P03366
DB02010,O14920
D0M1OE,Q01959
D0HO7I,Q01959
D0H7RH,Q01959
D05KJH,Q01959
D02XSH,Q01959
D02QWO,Q01959
D0DX0R,Q01959
D0AN2Q,Q01959
D09GXL,Q01959
D09CVV,Q01959
D0P1HA,Q01959
D0V0RS,Q01959
D07VCN,P30542
D07VCN,P29275
D07VCN,P0DMS8
DB07776,P30542
DB07776,P29275
DB08517,P30542
DB08517,P29275
DB08517,P0DMS8
D0G0IQ,P21917
D06ARL,P47871
D04PBH,P15121
D0RX6I,P35348
D0RX6I,P35368
D0RX6I,P25100
D0F3AR,P35348
D0F3AR,P35368
D0F3AR,P25100
D07XDL,P35348
D07XDL,P35368
D07XDL,P25100
D09NXU,P35348
D09NXU,P35368
D09NXU,P25100
DB06707,P35348
DB06707,P35368
DB06707,P25100
D09PNV,P32238
DB01102,P08588
D0U7WN,P03366
D0L7SY,P18825
D03QTP,P00533
DB04275,P48039
D0PU5L,P13945
DB00680,Q14524
DB01228,Q14524
D0E0KG,P08913
D0E0KG,P18089
D0E0KG,P18825
D02KIS,P08913
D02KIS,P18089
D02KIS,P18825
D09JZG,P08913
D09JZG,P18089
D09JZG,P18825
D0QH0X,P08913
D0QH0X,P18089
D0QH0X,P18825
D0V0NJ,P08913
D0V0NJ,P18089
D0V0NJ,P18825
D0M8FL,P08913
D0M8FL,P18089
D0M8FL,P18825
D0Z7XI,P08913
D0Z7XI,P18089
D0Z7XI,P18825
D0B2BO,P08913
D0B2BO,P18089
D0B2BO,P18825
D0WH9U,P21731
D0WH9U,P24557
D0S8RD,P13945
D0L0MO,P24557
DB00839,P78508
DB00449,P08588
D0E4FG,P03366
DB12264,P03366
D04AWZ,Q15722
DB11466,P09917
DB14737,P21554
D01RCC,P03366
DB01148,P08912
D0R6MH,P0A0K8
DB04576,Q02880
D0S2WC,P08908
D0UA0I,P28222
D0U4WY,P08543
D02MIH,P03366
D03KLW,P03366
D0Q0IE,P03366
D0RD5U,P03366
D0C0PL,P03366
D06KXS,P03366
D0L8NG,P14416
D0J6VU,P00734
D05NZV,P08588
D0F5JR,P48147
D0Y0ZQ,P18825
DB03759,P42261
DB03759,P39086
D02GOH,P21554
D0SZ9E,P09960
DB02098,P47900
DB00606,P00918
D0S5RV,Q05586
D0S5RV,Q12879
D0S5RV,Q13224
D0L4QC,Q05586
D0L4QC,Q12879
D0L4QC,Q13224
D01XWL,Q05586
D01XWL,Q12879
D01XWL,Q13224
D0V1PE,Q05586
D0V1PE,Q12879
D0V1PE,Q13224
D08FBB,Q05586
D08FBB,Q12879
D08FBB,Q13224
D0LE0E,Q05586
D0LE0E,Q12879
D0LE0E,Q13224
D0O1HL,O43451
D06KFR,P23141
DB03575,Q05586
DB03575,Q12879
DB03575,Q13224
D04AIT,Q7L5N7
DB01445,P28221
D04SOS,P08912
D0Q2DE,P22303
DB04098,P68400
D0OO4P,P30556
DB01077,Q13332
DB12029,O43826
D06DSE,P49356
DB01956,P48167
D0ZT9D,P00533
D0S4VR,P08913
D0S4VR,P18825
D0ZC4S,P08913
D0ZC4S,P18825
D0A6GK,P35348
D0A6GK,P35368
D0A6GK,P25100
D0A6GK,P08913
D0A6GK,P18825
D06HHJ,P35348
D06HHJ,P35368
D06HHJ,P25100
D06HHJ,P08913
D06HHJ,P18825
D02VPC,P11387
D00SSW,P11387
DB00587,Q9Y271
D0V8PN,P03366
D02MHE,P00734
D0K7XQ,P09917
D08RUX,P48147
D00GTV,P17707
D03WGD,Q01959
D03WGD,P11229
D01VAP,P13945
D04VNR,P31645
D0K9JP,P31645
D07OAC,P18405
D07OAC,P31213
D0C6QQ,P35348
D0O2CH,Q02880
DB03966,Q02880
D0T4OE,P03366
DB02189,P47900
DB02930,P47900
DB01954,Q07343
D0L8MO,Q15746
D07BDD,P9WP30
DB12178,P03366
DB05343,P13945
D0R8FM,P25021
D0X8VV,P09917
DB00747,P08912
D07DUW,P19634
D07DUW,P48764
D05CQR,P19634
D05CQR,P48764
D04OTF,P19634
D04OTF,P48764
D04UMY,P19634
D04UMY,P48764
D0T1OG,P19634
D0K2CV,P19634
D0K2CV,P48764
D0ZO1R,P30542
D04KDA,P37268
D0U5KM,Q01726
D0U5KM,P32245
DB00814,P35354
DB13793,P20309
D0UA0I,P30939
DB01445,P50406
D0YP0C,P21731
D09MJO,P23141
D0GX3K,P41145
D08VVC,P41145
D0IL7F,P41145
D09JXT,P41145
D0I3AH,P41145
D09RSU,P41145
DB06472,P05106
D05ZPJ,P26439
D0C0NS,P22303
D0Q9TL,P09917
D0JI1J,P55263
DB05624,P30968
D0V6IG,P08908
D0VD2C,P49356
D01OFD,P49356
D04ETB,P49356
D05IVD,P49356
D0W2ED,P49356
D09DLN,P49356
D03OLA,P49356
D03OLA,P53609
D0U0KY,Q9HBH1
D0B9MY,Q9HBH1
D0C7JH,P05106
DB02056,P43088
D0S8RD,P00915
D0S8RD,P00918
D0S8RD,P22748
DB07997,P29973
D0Y6IJ,P00807
DB04856,P32239
D01LPX,P21731
DB04836,Q01959
D0KQ9H,P28222
D0KQ9H,P28221
DB04129,P42261
D07QBQ,Q05586
D07QBQ,Q12879
D07QBQ,Q13224
D0J3EZ,Q05586
D0J3EZ,Q12879
D0J3EZ,Q13224
D02YPE,P09917
D0Y0KF,P09917
D07OKS,P09917
D04MBD,P09917
D00ENR,P09917
D08FPY,P09917
D06XYZ,P09917
D0P8IX,P09917
D06CWX,P09917
D0S8UP,P09917
D0S6XY,P09917
D08BNV,P09917
D01QDG,P09917
D0C6BU,P09917
D0X8DU,P43119
DB01131,Q9HBH1
DB03451,P11473
DB00877,P62942
D0PN8D,P08908
D0PN8D,P28222
D0PN8D,P28221
D0W2YN,P28222
D04RBQ,P08913
D04RBQ,P18089
D04RBQ,P18825
D0QO8X,P08913
D0QO8X,P18089
D0QO8X,P18825
D07RLW,P08913
D07RLW,P18089
D07RLW,P18825
D02QXT,P08913
D02QXT,P18089
D02QXT,P18825
D03LRY,P08913
D03LRY,P18089
